hotel_name,review_idx,aspect,sentiment
AnkAkyaka Apart Hotel,9,Leisure & Meals,positive
Panamara Otel,10,room,negative
Panamara Otel,10,service,negative
Panamara Otel,10,location,negative
Panamara Otel,10,price,negative
Panamara Otel,10,food,negative
Panamara Otel,10,Beach & Water,negative
Panamara Otel,10,Accommodation & Facilities,negative
Panamara Otel,10,Service & Social Experience,negative
Panamara Otel,10,Leisure & Meals,negative
Panamara Otel,11,room,positive
Panamara Otel,11,service,positive
Panamara Otel,11,location,positive
Panamara Otel,11,price,positive
Panamara Otel,11,food,positive
Panamara Otel,11,Beach & Water,positive
Panamara Otel,11,Accommodation & Facilities,positive
Panamara Otel,11,Service & Social Experience,positive
Panamara Otel,11,Leisure & Meals,positive
Panamara Otel,12,room,neutral
Panamara Otel,12,service,negative
Panamara Otel,12,location,negative
Panamara Otel,12,price,negative
Panamara Otel,12,food,neutral
Panamara Otel,12,Beach & Water,neutral
Panamara Otel,12,Accommodation & Facilities,neutral
Panamara Otel,12,Service & Social Experience,negative
Panamara Otel,12,Leisure & Meals,negative
Panamara Otel,13,room,positive
Panamara Otel,13,service,positive
Panamara Otel,13,location,positive
Panamara Otel,13,price,negative
Panamara Otel,13,food,positive
Panamara Otel,13,Beach & Water,positive
Panamara Otel,13,Accommodation & Facilities,positive
Panamara Otel,13,Service & Social Experience,positive
Panamara Otel,13,Leisure & Meals,positive
Panamara Otel,14,room,positive
Panamara Otel,14,service,positive
Panamara Otel,14,location,positive
Panamara Otel,14,price,positive
Panamara Otel,14,food,positive
Panamara Otel,14,Beach & Water,positive
Panamara Otel,14,Accommodation & Facilities,positive
Panamara Otel,14,Service & Social Experience,positive
Panamara Otel,14,Leisure & Meals,positive
Panamara Otel,15,room,positive
Panamara Otel,15,service,positive
Panamara Otel,15,location,positive
Panamara Otel,15,price,positive
Panamara Otel,15,food,positive
Panamara Otel,15,Beach & Water,positive
Panamara Otel,15,Accommodation & Facilities,positive
Panamara Otel,15,Service & Social Experience,positive
Panamara Otel,15,Leisure & Meals,positive
Panamara Otel,16,room,positive
Panamara Otel,16,service,positive
Panamara Otel,16,location,positive
Panamara Otel,16,price,positive
Panamara Otel,16,food,positive
Panamara Otel,16,Beach & Water,positive
Panamara Otel,16,Accommodation & Facilities,positive
Panamara Otel,16,Service & Social Experience,positive
Panamara Otel,16,Leisure & Meals,positive
Panamara Otel,17,room,positive
Panamara Otel,17,service,positive
Panamara Otel,17,location,positive
Panamara Otel,17,price,positive
Panamara Otel,17,food,positive
Panamara Otel,17,Beach & Water,positive
Panamara Otel,17,Accommodation & Facilities,positive
Panamara Otel,17,Service & Social Experience,positive
Panamara Otel,17,Leisure & Meals,positive
Panamara Otel,18,room,positive
Panamara Otel,18,service,positive
Panamara Otel,18,location,positive
Panamara Otel,18,price,positive
Panamara Otel,18,food,positive
Panamara Otel,18,Beach & Water,positive
Panamara Otel,18,Accommodation & Facilities,positive
Panamara Otel,18,Service & Social Experience,positive
Panamara Otel,18,Leisure & Meals,positive
Panamara Otel,19,room,negative
Panamara Otel,19,service,negative
Panamara Otel,19,location,negative
Panamara Otel,19,price,negative
Panamara Otel,19,food,negative
Panamara Otel,19,Beach & Water,negative
Panamara Otel,19,Accommodation & Facilities,negative
Panamara Otel,19,Service & Social Experience,negative
Panamara Otel,19,Leisure & Meals,negative
Panamare Apart & Hotel Akyaka,20,room,negative
Panamare Apart & Hotel Akyaka,20,service,negative
Panamare Apart & Hotel Akyaka,20,location,negative
Panamare Apart & Hotel Akyaka,20,price,negative
Panamare Apart & Hotel Akyaka,20,food,negative
Panamare Apart & Hotel Akyaka,20,Beach & Water,negative
Panamare Apart & Hotel Akyaka,20,Accommodation & Facilities,negative
Panamare Apart & Hotel Akyaka,20,Service & Social Experience,negative
Panamare Apart & Hotel Akyaka,20,Leisure & Meals,negative
Panamare Apart & Hotel Akyaka,21,room,negative
Panamare Apart & Hotel Akyaka,21,service,negative
Panamare Apart & Hotel Akyaka,21,location,negative
Panamare Apart & Hotel Akyaka,21,price,negative
Panamare Apart & Hotel Akyaka,21,food,negative
Panamare Apart & Hotel Akyaka,21,Beach & Water,negative
Panamare Apart & Hotel Akyaka,21,Accommodation & Facilities,negative
Panamare Apart & Hotel Akyaka,21,Service & Social Experience,negative
Panamare Apart & Hotel Akyaka,21,Leisure & Meals,negative
Panamare Apart & Hotel Akyaka,22,room,negative
Panamare Apart & Hotel Akyaka,22,service,negative
Panamare Apart & Hotel Akyaka,22,location,negative
Panamare Apart & Hotel Akyaka,22,price,negative
Panamare Apart & Hotel Akyaka,22,food,negative
Panamare Apart & Hotel Akyaka,22,Beach & Water,negative
Panamare Apart & Hotel Akyaka,22,Accommodation & Facilities,negative
Panamare Apart & Hotel Akyaka,22,Service & Social Experience,negative
Panamare Apart & Hotel Akyaka,22,Leisure & Meals,negative
Panamare Apart & Hotel Akyaka,23,room,positive
Panamare Apart & Hotel Akyaka,23,service,positive
Panamare Apart & Hotel Akyaka,23,location,positive
Panamare Apart & Hotel Akyaka,23,price,positive
Panamare Apart & Hotel Akyaka,23,food,positive
Panamare Apart & Hotel Akyaka,23,Beach & Water,positive
Panamare Apart & Hotel Akyaka,23,Accommodation & Facilities,positive
Panamare Apart & Hotel Akyaka,23,Service & Social Experience,positive
Panamare Apart & Hotel Akyaka,23,Leisure & Meals,positive
Panamare Apart & Hotel Akyaka,24,room,positive
Panamare Apart & Hotel Akyaka,24,service,positive
Panamare Apart & Hotel Akyaka,24,location,positive
Panamare Apart & Hotel Akyaka,24,price,positive
Panamare Apart & Hotel Akyaka,24,food,positive
Panamare Apart & Hotel Akyaka,24,Beach & Water,positive
Panamare Apart & Hotel Akyaka,24,Accommodation & Facilities,positive
Panamare Apart & Hotel Akyaka,24,Service & Social Experience,positive
Panamare Apart & Hotel Akyaka,24,Leisure & Meals,positive
Panamare Apart & Hotel Akyaka,25,room,negative
Panamare Apart & Hotel Akyaka,25,service,negative
Panamare Apart & Hotel Akyaka,25,location,negative
Panamare Apart & Hotel Akyaka,25,price,negative
Panamare Apart & Hotel Akyaka,25,food,negative
Panamare Apart & Hotel Akyaka,25,Beach & Water,negative
Panamare Apart & Hotel Akyaka,25,Accommodation & Facilities,negative
Panamare Apart & Hotel Akyaka,25,Service & Social Experience,negative
Panamare Apart & Hotel Akyaka,25,Leisure & Meals,negative
Panamare Apart & Hotel Akyaka,26,room,positive
Panamare Apart & Hotel Akyaka,26,service,positive
Panamare Apart & Hotel Akyaka,26,location,positive
Panamare Apart & Hotel Akyaka,26,price,positive
Panamare Apart & Hotel Akyaka,26,food,positive
Panamare Apart & Hotel Akyaka,26,Beach & Water,positive
Panamare Apart & Hotel Akyaka,26,Accommodation & Facilities,positive
Panamare Apart & Hotel Akyaka,26,Service & Social Experience,positive
Panamare Apart & Hotel Akyaka,26,Leisure & Meals,positive
Panamare Apart & Hotel Akyaka,27,room,positive
Panamare Apart & Hotel Akyaka,27,service,positive
Panamare Apart & Hotel Akyaka,27,location,positive
Panamare Apart & Hotel Akyaka,27,price,positive
Panamare Apart & Hotel Akyaka,27,food,positive
Panamare Apart & Hotel Akyaka,27,Beach & Water,positive
Panamare Apart & Hotel Akyaka,27,Accommodation & Facilities,positive
Panamare Apart & Hotel Akyaka,27,Service & Social Experience,positive
Panamare Apart & Hotel Akyaka,27,Leisure & Meals,positive
Panamare Apart & Hotel Akyaka,28,room,positive
Panamare Apart & Hotel Akyaka,28,service,positive
Panamare Apart & Hotel Akyaka,28,location,positive
Panamare Apart & Hotel Akyaka,28,price,positive
Panamare Apart & Hotel Akyaka,28,food,positive
Panamare Apart & Hotel Akyaka,28,Beach & Water,positive
Panamare Apart & Hotel Akyaka,28,Accommodation & Facilities,positive
Panamare Apart & Hotel Akyaka,28,Service & Social Experience,positive
Panamare Apart & Hotel Akyaka,28,Leisure & Meals,positive
Panamare Apart & Hotel Akyaka,29,room,positive
Panamare Apart & Hotel Akyaka,29,service,positive
Panamare Apart & Hotel Akyaka,29,location,positive
Panamare Apart & Hotel Akyaka,29,price,positive
Panamare Apart & Hotel Akyaka,29,food,positive
Panamare Apart & Hotel Akyaka,29,Beach & Water,neutral
Panamare Apart & Hotel Akyaka,29,Accommodation & Facilities,positive
Panamare Apart & Hotel Akyaka,29,Service & Social Experience,positive
Panamare Apart & Hotel Akyaka,29,Leisure & Meals,positive
Kerme Ottoman Gökova,30,room,negative
Kerme Ottoman Gökova,30,service,negative
Kerme Ottoman Gökova,30,location,positive
Kerme Ottoman Gökova,30,price,negative
Kerme Ottoman Gökova,30,food,negative
Kerme Ottoman Gökova,30,Beach & Water,negative
Kerme Ottoman Gökova,30,Accommodation & Facilities,negative
Kerme Ottoman Gökova,30,Service & Social Experience,negative
Kerme Ottoman Gökova,30,Leisure & Meals,negative
Kerme Ottoman Gökova,31,room,positive
Kerme Ottoman Gökova,31,service,positive
Kerme Ottoman Gökova,31,location,positive
Kerme Ottoman Gökova,31,price,positive
Kerme Ottoman Gökova,31,food,positive
Kerme Ottoman Gökova,31,Beach & Water,positive
Kerme Ottoman Gökova,31,Accommodation & Facilities,positive
Kerme Ottoman Gökova,31,Service & Social Experience,positive
Kerme Ottoman Gökova,31,Leisure & Meals,positive
Kerme Ottoman Gökova,32,room,positive
Kerme Ottoman Gökova,32,service,positive
Kerme Ottoman Gökova,32,location,positive
Kerme Ottoman Gökova,32,price,negative
Kerme Ottoman Gökova,32,food,positive
Kerme Ottoman Gökova,32,Beach & Water,positive
Kerme Ottoman Gökova,32,Accommodation & Facilities,positive
Kerme Ottoman Gökova,32,Service & Social Experience,positive
Kerme Ottoman Gökova,32,Leisure & Meals,positive
Kerme Ottoman Gökova,33,room,positive
Kerme Ottoman Gökova,33,service,positive
Kerme Ottoman Gökova,33,location,positive
Kerme Ottoman Gökova,33,price,positive
Kerme Ottoman Gökova,33,food,positive
Kerme Ottoman Gökova,33,Beach & Water,positive
Kerme Ottoman Gökova,33,Accommodation & Facilities,positive
Kerme Ottoman Gökova,33,Service & Social Experience,positive
Kerme Ottoman Gökova,33,Leisure & Meals,positive
Kerme Ottoman Gökova,34,room,positive
Kerme Ottoman Gökova,34,service,negative
Kerme Ottoman Gökova,34,location,positive
Kerme Ottoman Gökova,34,price,negative
Kerme Ottoman Gökova,34,food,negative
Kerme Ottoman Gökova,34,Beach & Water,negative
Kerme Ottoman Gökova,34,Accommodation & Facilities,positive
Kerme Ottoman Gökova,34,Service & Social Experience,negative
Kerme Ottoman Gökova,34,Leisure & Meals,negative
Kerme Ottoman Gökova,35,room,negative
Kerme Ottoman Gökova,35,service,positive
Kerme Ottoman Gökova,35,location,positive
Kerme Ottoman Gökova,35,price,positive
Kerme Ottoman Gökova,35,food,positive
Kerme Ottoman Gökova,35,Beach & Water,neutral
Kerme Ottoman Gökova,35,Accommodation & Facilities,neutral
Kerme Ottoman Gökova,35,Service & Social Experience,positive
Kerme Ottoman Gökova,35,Leisure & Meals,neutral
Kerme Ottoman Gökova,36,room,positive
Kerme Ottoman Gökova,36,service,positive
Kerme Ottoman Gökova,36,location,positive
Kerme Ottoman Gökova,36,price,positive
Kerme Ottoman Gökova,36,food,positive
Kerme Ottoman Gökova,36,Beach & Water,positive
Kerme Ottoman Gökova,36,Accommodation & Facilities,positive
Kerme Ottoman Gökova,36,Service & Social Experience,positive
Kerme Ottoman Gökova,36,Leisure & Meals,positive
Kerme Ottoman Gökova,37,room,positive
Kerme Ottoman Gökova,37,service,positive
Kerme Ottoman Gökova,37,location,positive
Kerme Ottoman Gökova,37,price,positive
Kerme Ottoman Gökova,37,food,positive
Kerme Ottoman Gökova,37,Beach & Water,positive
Kerme Ottoman Gökova,37,Accommodation & Facilities,positive
Kerme Ottoman Gökova,37,Service & Social Experience,positive
Kerme Ottoman Gökova,37,Leisure & Meals,positive
Kerme Ottoman Gökova,38,room,negative
Kerme Ottoman Gökova,38,service,negative
Kerme Ottoman Gökova,38,location,negative
Kerme Ottoman Gökova,38,price,negative
Kerme Ottoman Gökova,38,food,negative
Kerme Ottoman Gökova,38,Beach & Water,neutral
Kerme Ottoman Gökova,38,Accommodation & Facilities,negative
Kerme Ottoman Gökova,38,Service & Social Experience,negative
Kerme Ottoman Gökova,38,Leisure & Meals,negative
Kerme Ottoman Gökova,39,room,positive
Kerme Ottoman Gökova,39,service,positive
Kerme Ottoman Gökova,39,location,positive
Kerme Ottoman Gökova,39,price,positive
Kerme Ottoman Gökova,39,food,positive
Kerme Ottoman Gökova,39,Beach & Water,positive
Kerme Ottoman Gökova,39,Accommodation & Facilities,positive
Kerme Ottoman Gökova,39,Service & Social Experience,positive
Kerme Ottoman Gökova,39,Leisure & Meals,positive
Erdem Otel,40,room,negative
Erdem Otel,40,service,negative
Erdem Otel,40,location,negative
Erdem Otel,40,price,negative
Erdem Otel,40,food,negative
Erdem Otel,40,Beach & Water,negative
Erdem Otel,40,Accommodation & Facilities,negative
Erdem Otel,40,Service & Social Experience,negative
Erdem Otel,40,Leisure & Meals,negative
Erdem Otel,41,room,negative
Erdem Otel,41,service,negative
Erdem Otel,41,location,negative
Erdem Otel,41,price,negative
Erdem Otel,41,food,negative
Erdem Otel,41,Beach & Water,positive
Erdem Otel,41,Accommodation & Facilities,negative
Erdem Otel,41,Service & Social Experience,negative
Erdem Otel,41,Leisure & Meals,negative
Erdem Otel,42,room,positive
Erdem Otel,42,service,positive
Erdem Otel,42,location,positive
Erdem Otel,42,price,positive
Erdem Otel,42,food,positive
Erdem Otel,42,Beach & Water,positive
Erdem Otel,42,Accommodation & Facilities,positive
Erdem Otel,42,Service & Social Experience,positive
Erdem Otel,42,Leisure & Meals,positive
Erdem Otel,43,room,positive
Erdem Otel,43,service,positive
Erdem Otel,43,location,positive
Erdem Otel,43,price,positive
Erdem Otel,43,food,positive
Erdem Otel,43,Beach & Water,positive
Erdem Otel,43,Accommodation & Facilities,positive
Erdem Otel,43,Service & Social Experience,positive
Erdem Otel,43,Leisure & Meals,positive
Erdem Otel,44,room,positive
Erdem Otel,44,service,positive
Erdem Otel,44,location,positive
Erdem Otel,44,price,positive
Erdem Otel,44,food,positive
Erdem Otel,44,Beach & Water,positive
Erdem Otel,44,Accommodation & Facilities,positive
Erdem Otel,44,Service & Social Experience,positive
Erdem Otel,44,Leisure & Meals,positive
Erdem Otel,45,room,positive
Erdem Otel,45,service,positive
Erdem Otel,45,location,positive
Erdem Otel,45,price,positive
Erdem Otel,45,food,positive
Erdem Otel,45,Beach & Water,positive
Erdem Otel,45,Accommodation & Facilities,positive
Erdem Otel,45,Service & Social Experience,positive
Erdem Otel,45,Leisure & Meals,positive
Erdem Otel,46,room,positive
Erdem Otel,46,service,positive
Erdem Otel,46,location,positive
Erdem Otel,46,price,positive
Erdem Otel,46,food,positive
Erdem Otel,46,Beach & Water,positive
Erdem Otel,46,Accommodation & Facilities,positive
Erdem Otel,46,Service & Social Experience,positive
Erdem Otel,46,Leisure & Meals,positive
Erdem Otel,47,room,positive
Erdem Otel,47,service,positive
Erdem Otel,47,location,positive
Erdem Otel,47,price,positive
Erdem Otel,47,food,positive
Erdem Otel,47,Beach & Water,positive
Erdem Otel,47,Accommodation & Facilities,positive
Erdem Otel,47,Service & Social Experience,positive
Erdem Otel,47,Leisure & Meals,positive
Erdem Otel,48,room,positive
Erdem Otel,48,service,positive
Erdem Otel,48,location,positive
Erdem Otel,48,price,positive
Erdem Otel,48,food,positive
Erdem Otel,48,Beach & Water,positive
Erdem Otel,48,Accommodation & Facilities,positive
Erdem Otel,48,Service & Social Experience,positive
Erdem Otel,48,Leisure & Meals,positive
Erdem Otel,49,room,negative
Erdem Otel,49,service,positive
Erdem Otel,49,location,positive
Erdem Otel,49,price,positive
Erdem Otel,49,food,positive
Erdem Otel,49,Beach & Water,positive
Erdem Otel,49,Accommodation & Facilities,positive
Erdem Otel,49,Service & Social Experience,positive
Erdem Otel,49,Leisure & Meals,positive
Raymar Hotels Muğla,50,room,positive
Raymar Hotels Muğla,50,service,positive
Raymar Hotels Muğla,50,location,positive
Raymar Hotels Muğla,50,price,positive
Raymar Hotels Muğla,50,food,positive
Raymar Hotels Muğla,50,Beach & Water,positive
Raymar Hotels Muğla,50,Accommodation & Facilities,positive
Raymar Hotels Muğla,50,Service & Social Experience,positive
Raymar Hotels Muğla,50,Leisure & Meals,positive
Raymar Hotels Muğla,51,room,positive
Raymar Hotels Muğla,51,service,positive
Raymar Hotels Muğla,51,location,positive
Raymar Hotels Muğla,51,price,positive
Raymar Hotels Muğla,51,food,positive
Raymar Hotels Muğla,51,Beach & Water,positive
Raymar Hotels Muğla,51,Accommodation & Facilities,positive
Raymar Hotels Muğla,51,Service & Social Experience,positive
Raymar Hotels Muğla,51,Leisure & Meals,positive
Raymar Hotels Muğla,52,room,positive
Raymar Hotels Muğla,52,service,positive
Raymar Hotels Muğla,52,location,positive
Raymar Hotels Muğla,52,price,positive
Raymar Hotels Muğla,52,food,positive
Raymar Hotels Muğla,52,Beach & Water,positive
Raymar Hotels Muğla,52,Accommodation & Facilities,positive
Raymar Hotels Muğla,52,Service & Social Experience,positive
Raymar Hotels Muğla,52,Leisure & Meals,positive
Raymar Hotels Muğla,53,room,positive
Raymar Hotels Muğla,53,service,positive
Raymar Hotels Muğla,53,location,positive
Raymar Hotels Muğla,53,price,positive
Raymar Hotels Muğla,53,food,positive
Raymar Hotels Muğla,53,Beach & Water,positive
Raymar Hotels Muğla,53,Accommodation & Facilities,positive
Raymar Hotels Muğla,53,Service & Social Experience,positive
Raymar Hotels Muğla,53,Leisure & Meals,positive
Raymar Hotels Muğla,54,room,positive
Raymar Hotels Muğla,54,service,positive
Raymar Hotels Muğla,54,location,positive
Raymar Hotels Muğla,54,price,positive
Raymar Hotels Muğla,54,food,positive
Raymar Hotels Muğla,54,Beach & Water,positive
Raymar Hotels Muğla,54,Accommodation & Facilities,positive
Raymar Hotels Muğla,54,Service & Social Experience,positive
Raymar Hotels Muğla,54,Leisure & Meals,positive
Raymar Hotels Muğla,55,room,positive
Raymar Hotels Muğla,55,service,positive
Raymar Hotels Muğla,55,location,positive
Raymar Hotels Muğla,55,price,positive
Raymar Hotels Muğla,55,food,positive
Raymar Hotels Muğla,55,Beach & Water,positive
Raymar Hotels Muğla,55,Accommodation & Facilities,positive
Raymar Hotels Muğla,55,Service & Social Experience,positive
Raymar Hotels Muğla,55,Leisure & Meals,positive
Raymar Hotels Muğla,56,room,positive
Raymar Hotels Muğla,56,service,positive
Raymar Hotels Muğla,56,location,positive
Raymar Hotels Muğla,56,price,positive
Raymar Hotels Muğla,56,food,positive
Raymar Hotels Muğla,56,Beach & Water,positive
Raymar Hotels Muğla,56,Accommodation & Facilities,positive
Raymar Hotels Muğla,56,Service & Social Experience,positive
Raymar Hotels Muğla,56,Leisure & Meals,positive
Raymar Hotels Muğla,57,room,positive
Raymar Hotels Muğla,57,service,positive
Raymar Hotels Muğla,57,location,positive
Raymar Hotels Muğla,57,price,positive
Raymar Hotels Muğla,57,food,positive
Raymar Hotels Muğla,57,Beach & Water,positive
Raymar Hotels Muğla,57,Accommodation & Facilities,positive
Raymar Hotels Muğla,57,Service & Social Experience,positive
Raymar Hotels Muğla,57,Leisure & Meals,positive
Raymar Hotels Muğla,58,room,positive
Raymar Hotels Muğla,58,service,positive
Raymar Hotels Muğla,58,location,positive
Raymar Hotels Muğla,58,price,positive
Raymar Hotels Muğla,58,food,positive
Raymar Hotels Muğla,58,Beach & Water,positive
Raymar Hotels Muğla,58,Accommodation & Facilities,positive
Raymar Hotels Muğla,58,Service & Social Experience,positive
Raymar Hotels Muğla,58,Leisure & Meals,positive
Raymar Hotels Muğla,59,room,positive
Raymar Hotels Muğla,59,service,positive
Raymar Hotels Muğla,59,location,positive
Raymar Hotels Muğla,59,price,positive
Raymar Hotels Muğla,59,food,positive
Raymar Hotels Muğla,59,Beach & Water,positive
Raymar Hotels Muğla,59,Accommodation & Facilities,positive
Raymar Hotels Muğla,59,Service & Social Experience,positive
Raymar Hotels Muğla,59,Leisure & Meals,positive
Liya Boutique Hotel & Suites / Villa Yonca,60,room,positive
Liya Boutique Hotel & Suites / Villa Yonca,60,service,positive
Liya Boutique Hotel & Suites / Villa Yonca,60,location,positive
Liya Boutique Hotel & Suites / Villa Yonca,60,price,positive
Liya Boutique Hotel & Suites / Villa Yonca,60,food,positive
Liya Boutique Hotel & Suites / Villa Yonca,60,Beach & Water,positive
Liya Boutique Hotel & Suites / Villa Yonca,60,Accommodation & Facilities,positive
Liya Boutique Hotel & Suites / Villa Yonca,60,Service & Social Experience,positive
Liya Boutique Hotel & Suites / Villa Yonca,60,Leisure & Meals,positive
Liya Boutique Hotel & Suites / Villa Yonca,61,room,positive
Liya Boutique Hotel & Suites / Villa Yonca,61,service,positive
Liya Boutique Hotel & Suites / Villa Yonca,61,location,positive
Liya Boutique Hotel & Suites / Villa Yonca,61,price,positive
Liya Boutique Hotel & Suites / Villa Yonca,61,food,positive
Liya Boutique Hotel & Suites / Villa Yonca,61,Beach & Water,positive
Liya Boutique Hotel & Suites / Villa Yonca,61,Accommodation & Facilities,positive
Liya Boutique Hotel & Suites / Villa Yonca,61,Service & Social Experience,positive
Liya Boutique Hotel & Suites / Villa Yonca,61,Leisure & Meals,positive
Liya Boutique Hotel & Suites / Villa Yonca,62,room,positive
Liya Boutique Hotel & Suites / Villa Yonca,62,service,positive
Liya Boutique Hotel & Suites / Villa Yonca,62,location,positive
Liya Boutique Hotel & Suites / Villa Yonca,62,price,positive
Liya Boutique Hotel & Suites / Villa Yonca,62,food,positive
Liya Boutique Hotel & Suites / Villa Yonca,62,Beach & Water,positive
Liya Boutique Hotel & Suites / Villa Yonca,62,Accommodation & Facilities,positive
Liya Boutique Hotel & Suites / Villa Yonca,62,Service & Social Experience,positive
Liya Boutique Hotel & Suites / Villa Yonca,62,Leisure & Meals,positive
Liya Boutique Hotel & Suites / Villa Yonca,63,room,positive
Liya Boutique Hotel & Suites / Villa Yonca,63,service,positive
Liya Boutique Hotel & Suites / Villa Yonca,63,location,positive
Liya Boutique Hotel & Suites / Villa Yonca,63,price,positive
Liya Boutique Hotel & Suites / Villa Yonca,63,food,positive
Liya Boutique Hotel & Suites / Villa Yonca,63,Beach & Water,positive
Liya Boutique Hotel & Suites / Villa Yonca,63,Accommodation & Facilities,positive
Liya Boutique Hotel & Suites / Villa Yonca,63,Service & Social Experience,positive
Liya Boutique Hotel & Suites / Villa Yonca,63,Leisure & Meals,positive
Liya Boutique Hotel & Suites / Villa Yonca,64,room,positive
Liya Boutique Hotel & Suites / Villa Yonca,64,service,positive
Liya Boutique Hotel & Suites / Villa Yonca,64,location,positive
Liya Boutique Hotel & Suites / Villa Yonca,64,price,positive
Liya Boutique Hotel & Suites / Villa Yonca,64,food,positive
Liya Boutique Hotel & Suites / Villa Yonca,64,Beach & Water,positive
Liya Boutique Hotel & Suites / Villa Yonca,64,Accommodation & Facilities,positive
Liya Boutique Hotel & Suites / Villa Yonca,64,Service & Social Experience,positive
Liya Boutique Hotel & Suites / Villa Yonca,64,Leisure & Meals,positive
